Micro_Expression_Rate,Eye_Movement_Variability,Heart_Rate_Variability,Breathing_Rate,Reaction_Time_ms,Error_Rate_Per_Task,Sleep_Hours_Last_Night,Caffeine_Intake_mg,Experience_Level,Time_Of_Day,Task_Type,Subconscious_Stability_Score
9.5,31.1,60.7,15.7,281.6,3.3,5.0,81.1,Expert,Morning,Analytical,89.1
20.5,29.6,51.6,17.2,396.8,2.4,7.9,110.5,Beginner,Afternoon,Creative,58.8
13.8,32.6,,16.4,378.2,6.3,6.8,,Beginner,Afternoon,Creative,77.1
11.9,31.2,59.5,22.7,337.2,5.8,8.5,161.2,Beginner,Morning,Cognitive,79.2
19.3,28.2,48.8,14.0,299.0,3.7,7.7,214.0,Beginner,Morning,Analytical,66.5
14.8,41.0,50.4,15.5,367.8,2.4,7.5,5.5,Beginner,Evening,Analytical,68.3
22.6,32.4,65.3,18.3,345.7,2.4,6.6,179.9,Intermediate,Afternoon,Analytical,76.2
11.6,34.6,,13.9,298.1,2.3,8.4,117.4,Beginner,Afternoon,Analytical,78.6
8.1,36.4,64.8,21.8,368.6,3.0,5.3,,Beginner,Afternoon,Analytical,79.9
13.9,34.0,64.9,16.0,338.5,2.9,5.1,135.6,Expert,Morning,Creative,78.7
18.2,42.4,51.9,17.7,237.0,2.5,11.1,178.3,Intermediate,Morning,Creative,83.7
11.3,31.0,60.9,16.1,270.4,6.2,4.1,113.7,Expert,Afternoon,Creative,76.0
9.7,30.0,56.7,19.1,253.5,7.2,,122.9,Beginner,Evening,Analytical,69.4
15.9,26.1,58.1,12.8,371.6,1.8,8.2,177.8,Beginner,Morning,Creative,84.1
9.1,28.5,58.9,20.7,284.9,2.9,,267.2,Intermediate,Evening,Creative,70.9
16.2,25.6,53.4,16.7,351.4,2.1,8.1,88.4,Beginner,Morning,Cognitive,84.8
13.6,34.1,67.5,18.0,428.6,4.6,8.8,126.9,Beginner,Morning,Creative,71.1
17.0,24.5,49.9,13.8,359.7,3.3,9.0,76.5,Intermediate,Morning,Cognitive,76.9
9.5,30.4,47.0,17.0,299.1,1.9,7.1,105.7,Intermediate,Morning,Analytical,75.6
20.2,33.4,52.1,13.1,282.8,7.3,5.2,89.2,Intermediate,Evening,Analytical,73.8
14.3,30.9,68.8,19.5,304.7,5.0,5.6,60.1,Intermediate,Afternoon,Analytical,80.8
18.1,24.6,63.4,12.1,268.6,2.0,8.9,150.5,Intermediate,Morning,Analytical,95.3
18.8,34.2,,16.5,262.8,7.0,4.2,132.2,Beginner,Evening,Creative,58.9
10.4,29.5,66.0,14.8,279.8,1.7,8.2,66.3,Beginner,Evening,Cognitive,76.8
18.5,12.8,59.5,11.3,346.6,5.2,4.6,,Beginner,Evening,Analytical,65.3
9.3,24.1,55.8,13.2,294.0,8.8,6.9,,Beginner,Evening,Analytical,67.0
9.5,38.4,57.6,17.3,308.7,3.7,6.1,,Expert,Morning,Cognitive,95.5
22.9,38.9,46.7,13.3,343.5,3.4,6.3,254.6,Intermediate,Evening,Cognitive,61.5
,33.2,61.7,14.0,356.4,4.3,9.0,114.9,Intermediate,Afternoon,Cognitive,79.9
23.3,34.7,47.3,17.1,223.5,8.5,6.2,122.6,Beginner,Evening,Cognitive,63.0
13.5,25.3,56.5,18.7,233.8,7.0,8.6,106.4,Beginner,Evening,Cognitive,74.0
15.4,28.4,56.5,18.0,300.7,3.1,,35.4,Beginner,Morning,Creative,86.4
,37.4,67.7,15.9,264.3,4.6,7.4,35.2,Beginner,Evening,Cognitive,76.3
15.0,32.6,60.4,16.7,362.7,5.8,6.8,203.2,Beginner,Morning,Creative,76.0
12.0,30.4,67.1,16.4,296.8,3.1,4.9,200.3,Intermediate,Morning,Cognitive,76.6
11.4,28.9,48.0,12.9,409.9,1.7,5.0,60.9,Intermediate,Morning,Cognitive,69.5
15.9,37.0,58.9,16.8,295.6,6.2,6.6,149.9,Intermediate,Evening,Analytical,71.7
10.7,36.7,65.3,12.9,335.4,5.0,6.4,200.0,Intermediate,Morning,Analytical,81.4
,33.9,72.4,17.8,286.6,4.6,8.0,40.5,Expert,Afternoon,Analytical,86.6
16.6,30.4,48.6,16.4,344.4,6.2,4.2,119.3,Beginner,Afternoon,Analytical,67.4
14.6,27.9,51.6,9.5,345.5,1.7,5.8,88.5,Beginner,Evening,Analytical,73.5
,34.2,65.1,18.9,364.4,3.5,7.6,129.9,Beginner,Morning,Analytical,72.9
13.3,23.4,76.1,14.4,313.3,9.3,6.6,,Intermediate,Evening,Cognitive,87.0
12.7,24.6,62.9,14.2,383.5,5.1,,143.9,Expert,Evening,Cognitive,72.0
16.7,21.3,48.9,18.9,335.0,5.3,7.5,155.4,Beginner,Afternoon,Analytical,74.1
11.8,37.4,49.1,15.5,287.8,4.2,8.3,-13.1,Expert,Afternoon,Analytical,84.7
12.4,25.7,61.3,17.8,288.2,0.3,5.5,162.0,Expert,Afternoon,Analytical,89.5
12.5,32.4,63.6,14.0,356.4,2.4,8.5,117.8,Beginner,Evening,Cognitive,75.0
14.2,29.2,57.8,18.4,383.2,5.8,6.1,249.6,Beginner,Evening,Analytical,60.7
22.1,47.4,49.2,16.6,263.9,2.9,6.5,156.0,Intermediate,Morning,Analytical,84.4
,32.7,,17.2,357.5,3.7,6.2,100.4,Expert,Evening,Cognitive,86.4
20.2,18.8,56.5,15.5,245.7,4.6,8.5,233.2,Beginner,Afternoon,Cognitive,77.2
18.0,37.1,65.3,20.9,289.1,2.0,6.8,115.7,Intermediate,Afternoon,Creative,74.1
21.3,27.7,42.3,21.6,344.5,1.4,8.2,136.5,Beginner,Evening,Analytical,63.6
27.5,28.8,72.0,9.4,277.6,4.0,6.3,37.0,Intermediate,Morning,Cognitive,73.5
20.7,26.0,53.2,18.8,393.3,3.3,7.5,82.1,Intermediate,Evening,Creative,68.3
,31.2,73.4,12.8,350.4,4.5,5.4,76.9,Intermediate,Afternoon,Cognitive,81.8
9.8,31.1,66.1,17.5,260.9,1.1,8.5,109.0,Expert,Evening,Creative,100.0
10.3,26.1,45.7,10.7,352.8,2.9,6.5,46.9,Expert,Morning,Creative,89.7
16.4,27.0,62.5,17.2,254.0,5.4,8.9,16.8,Expert,Afternoon,Analytical,88.1
8.2,30.6,76.6,13.5,320.2,9.9,6.9,126.4,Beginner,Evening,Analytical,79.1
,15.9,54.0,14.6,363.9,4.2,7.1,31.9,Intermediate,Morning,Creative,77.9
6.5,21.4,76.6,14.7,355.5,5.3,10.4,163.7,Beginner,Morning,Analytical,85.5
19.6,40.0,63.9,13.8,315.7,5.0,,238.2,Intermediate,Evening,Cognitive,77.5
13.7,32.0,73.4,13.9,302.8,4.6,7.3,133.6,Intermediate,Morning,Cognitive,91.1
15.5,26.9,61.6,14.8,558.9,5.4,5.2,204.5,Intermediate,Evening,Creative,62.6
12.0,19.8,58.8,15.5,329.1,2.1,5.9,-13.3,Intermediate,Morning,Creative,80.2
7.4,29.7,78.4,17.0,360.2,3.3,8.2,157.5,Expert,Afternoon,Cognitive,93.3
,35.9,67.2,21.6,423.2,4.5,6.5,115.5,Beginner,Evening,Cognitive,60.7
20.3,45.8,57.6,13.2,297.2,2.1,6.7,148.7,Intermediate,Afternoon,Creative,78.8
13.6,41.4,64.2,16.4,362.3,4.9,5.4,49.7,Beginner,Afternoon,Cognitive,70.5
17.6,24.7,,18.3,358.2,0.2,7.6,103.9,Beginner,Afternoon,Cognitive,72.8
13.4,27.0,61.1,13.9,296.2,5.6,7.2,193.9,Beginner,Evening,Creative,72.4
16.2,21.2,72.0,9.2,356.0,3.7,8.1,74.3,Expert,Morning,Analytical,95.7
18.0,25.0,,10.3,279.2,5.4,8.9,100.6,Expert,Afternoon,Cognitive,81.2
17.2,28.7,51.3,9.3,332.9,6.0,7.7,174.1,Expert,Morning,Analytical,83.0
,27.8,50.3,20.6,309.4,6.8,,161.8,Expert,Afternoon,Analytical,73.1
17.1,42.3,60.7,17.8,342.2,4.5,4.7,183.4,Beginner,Morning,Cognitive,65.6
15.1,22.1,51.9,18.3,346.2,0.5,8.1,77.2,Beginner,Morning,Analytical,74.6
12.0,29.7,,18.9,293.6,0.5,7.2,110.6,Intermediate,Afternoon,Creative,80.7
13.1,17.6,48.0,14.3,319.5,1.5,9.6,66.1,Intermediate,Morning,Cognitive,79.6
18.2,32.0,71.8,22.9,671.8,5.4,7.0,,Intermediate,Morning,Cognitive,64.0
9.0,21.9,58.6,17.0,265.5,1.2,4.4,62.8,Beginner,Afternoon,Analytical,74.8
19.4,36.6,60.6,15.8,301.5,3.5,5.1,117.6,Intermediate,Afternoon,Cognitive,87.4
13.9,28.3,,19.3,291.0,3.2,5.9,215.2,Intermediate,Evening,Cognitive,72.6
11.7,21.6,54.2,18.0,263.6,4.7,9.6,196.2,Beginner,Afternoon,Analytical,74.4
10.6,17.4,53.9,20.0,279.8,5.4,8.8,152.4,Intermediate,Morning,Analytical,82.4
17.7,24.1,57.2,20.2,307.1,4.2,6.2,65.3,Intermediate,Afternoon,Cognitive,82.9
14.9,31.4,,14.9,322.8,5.6,6.7,58.8,Intermediate,Morning,Cognitive,87.8
21.4,32.5,70.9,16.6,536.6,1.8,5.0,157.1,Beginner,Evening,Creative,55.5
9.9,27.0,59.8,13.3,380.0,6.0,4.9,144.5,Intermediate,Evening,Creative,72.3
12.7,35.6,62.0,11.1,350.7,4.3,8.7,153.5,Beginner,Afternoon,Cognitive,67.5
14.6,23.2,69.1,18.5,315.7,5.5,8.4,134.4,Beginner,Afternoon,Cognitive,79.3
12.0,12.4,68.4,18.9,259.1,3.0,6.6,114.4,Intermediate,Morning,Creative,78.6
15.0,31.7,,10.1,309.4,-0.1,9.8,132.8,Intermediate,Afternoon,Analytical,76.9
16.3,37.7,66.0,13.8,306.3,5.3,,87.0,Beginner,Evening,Cognitive,64.5
16.9,37.8,65.9,16.2,266.0,3.7,7.3,33.5,Intermediate,Morning,Creative,91.0
21.0,22.2,63.2,16.5,261.9,6.4,7.3,102.6,Intermediate,Morning,Creative,87.3
9.8,26.7,70.6,22.1,358.3,4.8,5.4,131.0,Intermediate,Afternoon,Cognitive,81.7
16.4,34.3,68.0,14.1,303.8,9.9,8.4,,Intermediate,Afternoon,Cognitive,83.0
12.4,26.2,67.3,15.5,364.3,6.5,8.4,28.5,Intermediate,Afternoon,Creative,82.6
16.7,30.6,73.7,17.9,319.3,3.5,7.4,107.3,Intermediate,Evening,Cognitive,78.4
16.7,25.7,60.3,14.9,357.6,0.8,5.3,83.2,Beginner,Morning,Analytical,82.7
11.1,23.5,60.6,14.5,355.9,2.3,8.6,200.2,Beginner,Afternoon,Cognitive,83.0
11.4,24.6,,14.2,343.3,2.1,4.3,153.7,Intermediate,Afternoon,Creative,85.2
17.0,35.7,58.2,16.7,379.1,3.0,5.8,-60.7,Intermediate,Morning,Creative,87.7
15.1,30.1,64.8,15.5,325.0,3.7,7.9,123.0,Intermediate,Afternoon,Cognitive,87.6
14.1,37.6,54.4,18.0,245.3,4.6,6.4,51.8,Beginner,Morning,Creative,86.0
17.6,33.1,37.2,17.1,253.2,6.7,5.5,32.8,Beginner,Morning,Analytical,78.4
17.9,39.6,66.0,7.3,287.4,2.3,9.1,-17.4,Intermediate,Morning,Cognitive,92.4
12.9,34.9,44.5,10.7,357.1,1.2,8.7,172.6,Beginner,Evening,Cognitive,75.2
11.6,34.6,53.0,14.5,300.0,5.7,8.6,180.8,Intermediate,Afternoon,Creative,78.6
10.0,29.3,68.2,18.9,330.3,6.7,7.5,30.0,Beginner,Evening,Analytical,69.4
15.1,48.1,68.3,14.0,346.8,3.0,7.1,187.1,Intermediate,Morning,Cognitive,91.0
,30.7,71.8,17.1,328.2,6.1,9.6,246.2,Expert,Afternoon,Creative,86.3
15.4,18.2,39.8,17.8,205.4,5.5,9.2,107.6,Beginner,Afternoon,Cognitive,74.4
19.9,31.6,63.0,17.6,260.7,0.6,6.9,65.8,Intermediate,Evening,Analytical,73.8
13.6,24.1,57.4,14.4,408.3,2.7,11.1,115.6,Beginner,Afternoon,Creative,73.2
12.9,36.1,69.9,12.6,336.3,3.0,6.8,190.1,Intermediate,Afternoon,Cognitive,86.3
23.0,34.4,74.8,12.1,185.0,8.0,7.6,199.0,Intermediate,Morning,Creative,91.3
,28.9,46.9,24.9,323.5,5.0,9.1,117.9,Intermediate,Afternoon,Creative,77.4
11.9,24.7,60.2,17.4,410.1,3.0,7.6,64.9,Intermediate,Afternoon,Analytical,78.3
15.6,30.9,68.3,21.5,333.7,2.6,6.6,,Expert,Evening,Analytical,80.4
16.3,26.2,,13.5,322.2,0.9,7.6,114.1,Beginner,Morning,Cognitive,78.0
15.8,34.7,77.5,19.7,360.9,6.1,7.0,239.6,Beginner,Morning,Creative,75.4
22.3,33.3,56.0,14.6,306.5,4.8,3.8,96.8,Expert,Afternoon,Creative,77.7
15.3,47.6,57.0,15.9,237.8,5.2,8.5,131.5,Intermediate,Morning,Creative,93.3
15.9,27.3,49.3,15.1,258.9,1.4,6.1,8.2,Expert,Morning,Cognitive,88.6
17.8,28.2,61.5,13.4,247.4,5.5,5.3,141.5,Intermediate,Evening,Analytical,79.2
19.8,29.1,29.8,13.4,407.0,3.5,8.8,188.2,Expert,Afternoon,Analytical,71.1
18.7,29.3,57.5,15.9,356.4,2.5,7.6,108.6,Intermediate,Evening,Creative,72.6
17.2,36.2,72.7,14.2,390.0,5.0,8.0,127.5,Intermediate,Evening,Cognitive,69.3
8.8,28.3,46.0,16.4,253.8,1.6,6.8,23.7,Expert,Morning,Creative,90.9
13.0,41.8,43.8,13.5,329.5,4.4,7.3,151.2,Intermediate,Afternoon,Analytical,79.8
18.3,33.5,71.2,18.1,269.6,3.5,,175.6,Beginner,Morning,Creative,66.4
16.0,27.1,72.5,14.6,274.9,6.1,5.7,218.5,Beginner,Evening,Creative,72.6
18.3,25.6,46.4,20.9,343.5,5.8,8.0,-22.5,Beginner,Afternoon,Creative,76.2
22.5,36.2,77.3,15.8,328.9,4.2,7.4,151.7,Beginner,Afternoon,Analytical,79.6
10.3,30.2,64.3,15.7,334.3,4.6,9.6,15.6,Beginner,Morning,Cognitive,83.4
19.6,30.1,70.5,20.8,257.2,5.2,3.6,,Intermediate,Afternoon,Creative,80.6
13.7,26.4,,14.5,326.4,4.0,8.8,86.7,Intermediate,Morning,Analytical,89.9
18.7,29.6,74.9,14.8,337.4,2.4,,150.0,Intermediate,Afternoon,Creative,88.5
14.8,26.2,57.3,13.9,286.2,3.0,6.3,145.9,Intermediate,Evening,Cognitive,70.7
23.5,38.2,,16.6,306.4,1.6,7.9,125.0,Beginner,Evening,Creative,65.2
15.5,34.3,64.8,13.8,237.7,5.9,5.7,92.6,Beginner,Morning,Cognitive,78.3
12.4,29.0,56.1,18.3,212.2,4.8,6.3,129.7,Beginner,Afternoon,Analytical,78.5
16.7,28.9,44.8,15.9,420.4,3.2,7.9,,Intermediate,Evening,Cognitive,69.1
16.3,30.6,61.3,18.5,330.2,2.6,,136.0,Beginner,Morning,Cognitive,76.5
19.6,30.0,56.8,18.2,302.1,4.5,,,Beginner,Evening,Analytical,67.0
16.8,24.3,52.3,14.5,359.9,1.2,5.9,36.7,Intermediate,Morning,Cognitive,88.0
24.9,18.6,,13.8,276.5,1.9,7.5,123.9,Expert,Afternoon,Cognitive,88.2
14.6,25.2,83.9,15.0,325.5,4.0,5.2,90.9,Beginner,Afternoon,Analytical,84.3
,29.2,50.8,16.0,375.3,8.9,8.1,166.6,Intermediate,Afternoon,Cognitive,65.9
12.6,25.6,62.0,17.0,264.9,4.9,10.2,151.9,Intermediate,Evening,Cognitive,87.4
,34.9,56.0,17.3,295.4,4.4,7.0,89.2,Intermediate,Morning,Creative,80.0
15.9,28.6,,15.9,251.0,1.7,7.7,129.2,Expert,Morning,Cognitive,86.3
16.1,41.2,,14.0,361.8,2.1,,111.6,Beginner,Afternoon,Cognitive,75.0
15.3,26.6,69.3,14.2,330.3,6.7,5.6,143.5,Beginner,Evening,Cognitive,63.6
12.6,30.8,71.8,17.6,378.6,3.1,7.5,140.9,Expert,Morning,Analytical,90.0
11.5,28.3,61.3,14.0,362.1,4.1,7.3,,Intermediate,Evening,Cognitive,79.6
13.5,32.6,58.1,17.7,306.9,5.2,9.7,39.7,Intermediate,Afternoon,Analytical,72.1
19.6,36.4,75.2,17.8,340.5,3.2,7.4,209.1,Intermediate,Morning,Analytical,78.8
20.4,33.6,67.8,20.6,341.1,3.0,8.9,183.3,Intermediate,Evening,Cognitive,78.7
14.7,17.8,51.5,14.6,356.7,0.6,,125.4,Expert,Morning,Cognitive,82.5
11.2,33.0,52.8,15.0,393.3,1.6,6.2,151.1,Expert,Afternoon,Cognitive,80.7
14.7,23.9,56.1,9.1,265.5,5.2,5.2,156.1,Intermediate,Morning,Cognitive,96.1
,28.1,71.6,13.2,226.2,3.1,7.5,78.6,Beginner,Afternoon,Cognitive,76.2
19.0,34.1,,13.1,267.4,5.3,8.1,194.5,Expert,Afternoon,Cognitive,77.6
17.2,23.3,,17.5,343.6,0.8,6.9,-1.9,Beginner,Afternoon,Cognitive,80.2
,36.9,,21.4,340.7,5.6,6.1,17.7,Beginner,Afternoon,Analytical,63.2
21.2,27.9,61.4,17.7,291.6,3.9,9.1,77.1,Expert,Afternoon,Creative,84.7
10.4,43.0,56.0,19.0,306.4,1.1,6.3,140.1,Beginner,Morning,Analytical,76.1
13.4,30.4,58.2,13.9,278.3,6.3,5.3,128.0,Beginner,Afternoon,Cognitive,69.9
12.9,40.2,69.3,12.4,314.6,1.2,,124.4,Beginner,Evening,Creative,83.2
,37.2,59.5,15.3,285.3,6.2,7.1,115.7,Expert,Evening,Creative,76.4
15.6,26.3,73.2,14.1,401.8,3.9,5.9,100.8,Intermediate,Morning,Cognitive,71.4
18.0,22.2,54.8,13.4,386.1,2.2,6.9,43.5,Intermediate,Morning,Cognitive,79.8
13.0,30.7,67.4,16.7,356.2,7.7,4.5,37.4,Beginner,Evening,Analytical,72.1
20.5,26.5,55.6,12.4,321.6,4.8,7.6,43.0,Intermediate,Afternoon,Creative,73.0
14.7,39.5,41.6,18.5,377.0,6.4,5.4,54.4,Intermediate,Afternoon,Creative,71.9
17.8,28.5,49.8,14.8,324.9,4.9,6.4,35.1,Beginner,Evening,Cognitive,70.8
19.8,28.2,61.2,15.9,328.1,3.6,6.0,,Intermediate,Morning,Cognitive,72.9
19.5,21.6,79.2,16.3,233.6,2.3,9.1,103.6,Beginner,Afternoon,Creative,95.2
16.4,32.5,55.4,14.6,333.0,3.6,6.5,183.4,Expert,Evening,Creative,82.7
18.3,23.0,58.3,19.8,255.4,4.3,5.7,146.4,Intermediate,Afternoon,Cognitive,83.4
22.0,32.7,64.9,11.2,299.9,5.6,10.1,,Expert,Morning,Cognitive,92.3
17.1,33.5,54.0,19.9,328.4,3.2,9.7,78.6,Beginner,Morning,Cognitive,81.2
12.1,25.5,55.2,15.0,275.1,5.0,8.3,233.8,Intermediate,Morning,Analytical,81.7
17.3,35.7,60.7,18.8,343.9,7.4,7.8,90.1,Intermediate,Evening,Analytical,75.5
14.9,28.4,55.6,16.6,372.6,4.3,5.7,54.8,Intermediate,Morning,Cognitive,72.3
,21.2,42.2,18.6,275.8,0.1,8.6,102.7,Expert,Morning,Analytical,90.5
16.8,39.3,53.5,15.6,325.9,4.1,7.5,85.8,Beginner,Evening,Creative,59.4
15.5,24.5,66.1,16.7,257.7,3.8,,68.6,Beginner,Morning,Creative,69.9
19.6,33.0,,19.3,261.7,3.7,7.2,122.1,Intermediate,Morning,Cognitive,88.4
12.0,32.6,73.4,16.3,335.5,0.8,6.3,196.0,Intermediate,Morning,Creative,84.1
9.0,32.3,72.6,20.0,355.7,4.6,4.7,40.8,Intermediate,Morning,Creative,83.0
15.7,32.2,51.0,17.1,244.5,2.9,9.0,143.3,Beginner,Afternoon,Creative,76.1
16.5,24.2,52.5,13.8,422.4,3.8,4.3,179.3,Intermediate,Evening,Creative,69.4
15.4,40.1,53.0,14.9,295.2,5.9,10.2,147.0,Beginner,Evening,Creative,76.0
,35.7,58.5,18.7,330.4,2.4,6.7,182.1,Intermediate,Afternoon,Analytical,75.9
10.7,32.9,53.8,12.3,293.3,3.8,,152.2,Intermediate,Afternoon,Analytical,87.9
14.4,22.0,58.3,18.4,305.8,3.6,7.8,78.2,Intermediate,Afternoon,Cognitive,82.8
13.6,24.1,51.3,14.9,395.9,3.7,5.5,227.8,Beginner,Morning,Creative,69.8
19.3,33.9,67.8,12.1,395.3,3.1,6.7,151.2,Intermediate,Morning,Analytical,81.4
16.5,18.0,,16.6,237.5,3.2,6.8,257.1,Beginner,Evening,Analytical,66.3
13.9,32.0,50.0,13.9,291.8,7.4,6.1,8.3,Beginner,Morning,Analytical,67.7
21.9,22.0,65.2,14.3,467.5,3.2,8.6,263.4,Intermediate,Morning,Creative,63.3
13.9,24.8,67.2,14.1,298.3,4.5,5.2,171.8,Expert,Afternoon,Analytical,88.1
17.2,21.5,57.7,16.3,341.1,4.2,7.3,,Beginner,Afternoon,Cognitive,68.8
14.3,31.5,68.7,14.8,376.8,4.1,,64.7,Intermediate,Morning,Cognitive,85.3
21.5,36.7,68.0,17.2,362.7,5.0,7.4,164.5,Expert,Morning,Creative,72.7
,32.1,79.0,19.0,179.1,2.7,7.3,191.9,Expert,Afternoon,Cognitive,94.9
15.5,32.7,67.3,17.6,336.7,6.8,9.9,14.6,Beginner,Afternoon,Analytical,83.9
14.4,31.0,77.1,21.4,407.5,2.2,6.1,154.2,Expert,Morning,Creative,87.0
15.8,34.1,60.6,22.2,321.5,3.7,6.7,81.2,Beginner,Afternoon,Cognitive,68.1
19.8,32.8,74.0,15.1,267.9,1.6,6.6,154.7,Beginner,Afternoon,Creative,78.2
18.4,13.7,74.2,12.5,268.9,5.8,9.5,58.2,Beginner,Evening,Analytical,80.9
15.1,35.4,58.6,15.1,310.0,2.2,6.1,196.3,Intermediate,Morning,Cognitive,78.2
21.8,34.8,53.1,16.4,353.8,5.5,,115.2,Beginner,Morning,Analytical,70.9
18.5,27.8,,22.7,464.5,4.5,6.6,,Beginner,Afternoon,Cognitive,63.7
13.2,18.2,64.2,14.9,305.5,4.4,6.8,178.0,Beginner,Afternoon,Creative,74.7
9.5,31.5,48.5,16.8,348.1,6.2,7.0,137.9,Expert,Morning,Cognitive,79.1
13.3,32.0,55.5,14.0,242.8,2.8,8.6,67.9,Expert,Afternoon,Cognitive,89.7
16.7,27.4,72.0,15.0,235.8,6.9,9.2,158.0,Beginner,Morning,Cognitive,85.6
17.4,31.1,66.7,12.4,295.2,3.2,4.9,114.3,Expert,Morning,Creative,88.6
20.4,36.4,36.5,11.6,342.3,4.9,,131.4,Expert,Afternoon,Cognitive,69.2
10.6,44.4,46.7,20.1,315.7,3.6,8.9,98.1,Intermediate,Morning,Analytical,87.5
13.2,30.9,,19.2,322.7,5.2,,12.6,Beginner,Evening,Creative,84.9
10.3,32.0,71.8,14.9,306.3,2.0,8.8,123.5,Intermediate,Afternoon,Creative,78.9
9.6,25.1,54.2,19.2,318.6,4.2,5.1,84.1,Expert,Afternoon,Analytical,90.5
12.5,27.0,45.1,12.1,305.3,4.0,7.8,138.0,Intermediate,Afternoon,Creative,80.2
16.5,29.2,47.5,15.5,252.5,4.9,8.9,,Beginner,Afternoon,Cognitive,76.2
18.1,37.1,65.1,16.5,245.4,4.8,6.1,88.4,Intermediate,Morning,Creative,88.8
11.2,34.9,,19.8,388.0,2.3,5.1,248.0,Intermediate,Evening,Analytical,72.2
11.8,41.6,79.1,16.6,278.8,6.6,8.7,101.3,Intermediate,Evening,Creative,96.8
,21.1,44.2,17.6,308.0,3.9,6.4,124.8,Beginner,Morning,Analytical,74.4
15.9,22.1,57.0,14.6,379.5,5.5,6.1,232.7,Beginner,Morning,Creative,72.5
12.1,36.6,51.4,16.8,306.5,1.5,4.2,59.5,Expert,Morning,Analytical,91.2
21.7,38.7,61.4,19.8,363.9,3.2,6.2,170.4,Expert,Afternoon,Creative,75.4
16.6,30.2,46.7,11.2,275.6,6.2,6.0,75.2,Beginner,Afternoon,Cognitive,76.0
14.3,3.2,54.5,19.4,397.8,7.3,4.3,106.1,Expert,Evening,Analytical,73.9
12.4,25.5,51.3,15.4,331.4,4.8,6.1,143.8,Beginner,Evening,Analytical,71.6
9.0,32.0,65.2,11.8,318.7,3.8,8.8,188.8,Intermediate,Afternoon,Creative,83.3
9.5,24.6,54.9,15.2,311.8,1.9,7.5,58.6,Intermediate,Afternoon,Creative,80.7
12.5,31.1,56.3,19.9,358.3,5.6,4.5,135.4,Expert,Afternoon,Creative,78.0
12.2,41.4,65.1,14.6,331.8,4.6,7.6,75.4,Expert,Afternoon,Cognitive,93.4
11.0,38.6,76.4,16.9,160.1,-0.7,8.1,158.7,Beginner,Afternoon,Creative,90.5
16.5,34.9,81.2,11.2,297.6,0.5,7.2,178.2,Expert,Afternoon,Analytical,91.8
17.1,29.6,64.6,10.5,336.1,4.7,6.9,160.1,Beginner,Afternoon,Creative,81.6
,27.0,59.1,12.8,271.6,2.3,,71.7,Intermediate,Afternoon,Cognitive,79.8
22.7,34.5,73.2,19.0,294.8,1.9,7.6,53.8,Intermediate,Afternoon,Creative,91.3
8.0,30.2,71.7,15.8,300.6,3.8,7.9,109.7,Intermediate,Afternoon,Creative,86.6
15.2,30.4,68.8,19.3,399.7,4.7,7.4,46.4,Beginner,Afternoon,Analytical,78.8
14.1,20.7,,19.5,349.9,6.9,,150.8,Expert,Afternoon,Creative,76.1
12.8,25.7,72.1,13.7,336.5,2.4,6.7,204.8,Beginner,Afternoon,Cognitive,72.3
12.2,34.5,63.6,20.7,261.7,4.9,5.0,72.8,Beginner,Afternoon,Creative,71.1
15.0,23.4,51.1,14.4,285.8,1.9,,151.4,Intermediate,Morning,Creative,89.8
14.1,31.6,53.3,19.0,362.5,3.0,4.2,72.5,Intermediate,Morning,Analytical,88.0
13.4,32.5,65.8,18.9,353.0,4.4,6.4,195.4,Expert,Afternoon,Creative,77.7
9.8,32.8,34.9,16.2,249.0,3.7,5.6,180.7,Beginner,Afternoon,Analytical,71.4
8.5,33.4,58.7,16.2,390.0,1.3,6.8,115.2,Beginner,Evening,Analytical,72.6
13.8,33.8,53.4,17.0,277.0,5.0,6.8,165.9,Expert,Afternoon,Creative,84.2
13.4,26.3,52.4,16.3,337.9,5.5,5.6,170.2,Intermediate,Afternoon,Analytical,73.1
14.2,21.2,55.4,14.8,456.7,8.7,8.6,48.5,Beginner,Morning,Analytical,73.2
14.6,24.8,45.2,14.6,299.1,4.4,6.8,149.7,Intermediate,Morning,Creative,74.9
12.9,34.4,70.5,14.9,328.4,4.3,8.8,82.7,Intermediate,Evening,Creative,81.8
14.2,22.8,38.7,19.7,292.1,4.6,5.2,127.4,Intermediate,Morning,Cognitive,81.0
11.6,23.8,61.7,11.2,328.8,1.3,5.4,99.3,Intermediate,Afternoon,Cognitive,78.3
21.1,23.7,51.5,14.5,391.3,1.4,5.3,,Expert,Afternoon,Analytical,76.7
11.8,18.9,79.8,15.0,310.3,3.8,7.8,175.2,Expert,Afternoon,Analytical,100.0
13.5,23.1,60.2,15.3,305.3,-0.6,9.6,51.4,Intermediate,Evening,Creative,74.4
12.1,36.0,38.8,16.9,375.2,1.7,6.5,15.1,Beginner,Afternoon,Cognitive,75.3
12.0,25.7,65.5,12.0,256.8,3.0,,93.1,Expert,Morning,Cognitive,89.6
15.1,19.5,49.1,19.1,324.2,6.0,7.7,186.3,Intermediate,Evening,Creative,70.8
14.6,26.9,69.8,18.7,283.6,4.5,,66.1,Intermediate,Evening,Creative,81.8
,33.1,66.2,18.0,308.1,1.0,5.4,89.1,Beginner,Morning,Creative,82.9
13.9,19.0,74.7,15.4,275.6,3.9,7.8,190.0,Expert,Morning,Creative,86.2
